user_id,segment_label,age,income_tier,usage_frequency,tech_savviness,price_sensitivity,feature_adoption_rate,subscription_tier,churn_risk_baseline,engagement_score,satisfaction_score,name,email,locale,country
u_003030,price_sensitive,37,mid,occasional,6.1,8.7,0.114,free,0.3814,39.6,18.7,Terri Sanchez,austinmonica@example.org,ro_RO,Venezuela
u_003031,casual_browser,39,mid,weekly,5.2,6.5,0.245,free,0.1859,11.6,65.6,Andrea Bauer,mdaniels@example.org,iu_CA,Colombia
u_003032,price_sensitive,18,low,occasional,6.9,8.5,0.256,basic,0.26,43.1,43.1,Tyler Phelps,davisalexander@example.net,cmn_TW,Pitcairn Islands
u_003033,enterprise_user,38,high,daily,8.0,2.0,0.504,premium,0.062,67.0,81.5,Alfred Johnson,stacey06@example.org,mg_MG,Colombia
u_003034,casual_browser,25,mid,daily,6.7,7.9,0.224,premium,0.1741,29.6,69.0,Nancy Nelson,perryrobert@example.com,fr_LU,El Salvador
u_003035,enterprise_user,48,high,daily,6.0,2.3,0.54,premium,0.0567,75.6,72.4,Gina Johnson,hbarrett@example.org,rw_RW,Nicaragua
u_003036,power_user,33,high,daily,8.0,6.8,0.98,premium,0.0653,70.7,96.1,Thomas Nelson,mary65@example.net,gl_ES,Aruba
u_003037,price_sensitive,37,low,occasional,8.1,8.9,0.342,free,0.3057,49.6,73.9,Jessica Beck,ricestephanie@example.com,ig_NG,Congo
u_003038,early_adopter,24,mid,weekly,7.4,2.0,0.943,basic,0.1374,82.3,99.2,Samantha Hahn,jasonray@example.com,si_LK,Christmas Island
u_003039,casual_browser,27,low,occasional,5.4,8.0,0.23,free,0.2073,39.8,64.4,Cynthia Jackson,jacqueline39@example.net,gd_GB,Moldova
u_003040,enterprise_user,28,high,daily,4.4,4.7,0.425,premium,0.0496,69.3,53.5,Gail Edwards,alexandragarrett@example.com,csb_PL,Montserrat
u_003041,casual_browser,28,high,daily,5.7,5.1,0.219,basic,0.2897,45.4,47.0,Kimberly Taylor,alanthomas@example.com,gez_ET,Burkina Faso
u_003042,power_user,28,mid,occasional,7.0,5.4,0.701,premium,0.0598,76.8,87.3,Edward Hernandez,dawnyoung@example.net,te_IN,Saint Vincent and the Grenadines
u_003043,casual_browser,37,low,daily,5.0,1.6,0.257,free,0.3295,18.6,84.8,Christopher Gardner,carolineray@example.com,iu_CA,Mali
u_003044,price_sensitive,33,low,weekly,4.4,9.9,0.349,free,0.344,48.3,65.6,Shelly Jackson,kristacastillo@example.org,ln_CD,Mauritania
u_003045,price_sensitive,22,low,weekly,6.7,9.1,0.354,free,0.3598,37.8,52.2,William Lam,lopezgary@example.org,mhr_RU,Congo
u_003046,early_adopter,31,high,daily,8.1,1.9,0.973,premium,0.0938,100.0,76.1,Alexander White,cameronchavez@example.org,ve_ZA,Austria
u_003047,early_adopter,22,mid,weekly,7.9,3.3,0.932,basic,0.088,84.8,92.2,Amanda James,ataylor@example.com,ga_IE,Ecuador
u_003048,power_user,27,mid,daily,9.1,3.0,0.646,premium,0.0657,95.7,88.3,Mark Gomez,shermanshelly@example.com,ka_GE,Korea
u_003049,enterprise_user,51,mid,daily,3.0,2.2,0.652,premium,0.0383,71.7,95.0,Anthony Jones,uwilliams@example.com,sr_ME,Netherlands
u_003050,early_adopter,37,mid,daily,9.7,3.6,0.899,premium,0.0787,92.4,95.6,Jennifer Taylor,mannkenneth@example.org,wo_SN,Singapore
u_003051,price_sensitive,26,low,occasional,9.0,8.3,0.315,free,0.1722,40.5,47.7,Ryan Douglas,patriciajohnson@example.net,so_SO,Timor-Leste
u_003052,power_user,31,high,daily,8.0,2.4,0.73,premium,0.0761,74.4,84.4,Michael Stanton,ujacobs@example.org,kk_KZ,Senegal
u_003053,power_user,35,high,daily,9.2,5.9,0.789,premium,0.1236,99.8,77.4,Jessica Durham,oneillgabriel@example.com,bs_BA,British Virgin Islands
u_003054,casual_browser,18,mid,daily,2.9,5.4,0.494,free,0.2996,54.6,74.7,Michael Kirk,foneal@example.com,byn_ER,Fiji
u_003055,casual_browser,50,low,daily,7.5,3.2,0.377,basic,0.3638,28.7,32.4,Travis Allen,nturner@example.net,ts_ZA,Zambia
u_003056,price_sensitive,28,low,weekly,6.5,8.9,0.314,free,0.1968,49.7,62.1,James Walker,shelly97@example.net,tr_CY,Tajikistan
u_003057,casual_browser,31,high,weekly,4.0,4.3,0.274,basic,0.294,39.3,38.9,Russell Davis,tiffanyharris@example.com,se_NO,Croatia
u_003058,price_sensitive,40,low,daily,6.9,7.6,0.186,free,0.2735,33.2,36.5,Steven Roberts,pearsondominique@example.com,ml_IN,Tajikistan
u_003059,early_adopter,28,mid,daily,9.3,3.6,0.921,free,0.1863,89.5,86.8,Kendra Smith,webertravis@example.net,es_CO,Congo
u_003060,price_sensitive,22,mid,weekly,4.9,6.1,0.243,basic,0.4795,48.6,27.2,Tyler Rogers,kristygomez@example.net,ky_KG,Uzbekistan
u_003061,power_user,32,mid,daily,10.0,5.3,0.599,basic,0.02,79.3,93.4,Richard Glenn,joshua56@example.com,ne_NP,Guadeloupe
u_003062,casual_browser,31,mid,weekly,7.0,6.5,0.388,free,0.2533,45.8,39.8,Dawn Ryan,klara@example.net,my_MM,Turks and Caicos Islands
u_003063,price_sensitive,35,low,daily,4.6,8.7,0.209,basic,0.4291,80.0,31.8,Parker Knight,davismichelle@example.com,hsb_DE,Thailand
u_003064,early_adopter,29,low,weekly,8.8,6.2,0.824,premium,0.1437,84.6,78.3,Scott Chandler,williamsonmichael@example.net,tt_RU,Martinique
u_003065,price_sensitive,36,low,daily,4.0,8.2,0.05,free,0.3485,80.0,38.8,Lisa Hall,jasmin76@example.com,byn_ER,Sierra Leone
u_003066,casual_browser,22,low,daily,6.6,7.0,0.163,free,0.146,48.5,45.1,Erica Taylor,gregorysmith@example.net,eo_US,Puerto Rico
u_003067,enterprise_user,35,mid,daily,5.7,1.0,0.402,basic,0.055,78.6,80.0,Arthur Swanson,phillipsmorgan@example.org,nhn_MX,Palestinian Territory
u_003068,enterprise_user,49,high,daily,6.6,3.8,0.306,premium,0.0417,59.1,78.5,Christopher Stein,abbottjackie@example.net,ti_ER,Ukraine
u_003069,power_user,24,high,daily,10.0,1.1,0.72,basic,0.1142,75.3,83.4,Brian Smith,akim@example.org,mr_IN,Turkmenistan
u_003070,casual_browser,33,mid,weekly,4.0,4.0,0.472,basic,0.1139,42.1,63.3,Joseph Stokes,carloswerner@example.net,eo_US,United Arab Emirates
u_003071,enterprise_user,37,high,daily,7.9,2.5,0.382,premium,0.0915,70.8,66.3,Joshua Williams,mmartin@example.org,quz_PE,Latvia
u_003072,early_adopter,28,mid,daily,8.0,2.9,0.959,premium,0.0491,87.7,70.4,Diane Petersen,annette99@example.net,szl_PL,Saint Lucia
u_003073,power_user,30,high,daily,7.1,6.2,0.65,premium,0.0408,90.2,70.6,Joan Smith,smithjason@example.org,sid_ET,Bouvet Island (Bouvetoya)
u_003074,price_sensitive,29,low,weekly,9.7,8.5,0.321,free,0.2574,38.1,54.4,Daniel Collins,kimberlyyoung@example.com,shs_CA,Mexico
u_003075,price_sensitive,18,mid,daily,8.1,8.8,0.328,free,0.342,80.0,43.2,Donald Harrell,klara@example.net,nan_TW,French Guiana
u_003076,casual_browser,39,mid,occasional,5.1,1.3,0.377,free,0.2097,34.5,20.0,Evan Reed,hawkinslawrence@example.net,bem_ZM,French Southern Territories
u_003077,power_user,31,high,daily,7.4,2.3,0.712,free,0.056,74.6,69.2,Louis Brown,stevenlucas@example.org,quz_PE,Cocos (Keeling) Islands
u_003078,price_sensitive,28,mid,weekly,5.5,7.5,0.16,free,0.433,42.8,69.4,Kenneth Jones,donnamadden@example.org,sd_IN,Turks and Caicos Islands
u_003079,power_user,26,high,daily,7.6,5.3,0.92,premium,0.0691,87.4,67.8,Jessica Osborn DDS,luis11@example.com,sl_SI,Micronesia
u_003080,price_sensitive,33,low,occasional,6.5,9.5,0.31,free,0.1624,73.5,75.6,Jeffrey Hicks,ronald46@example.com,mni_IN,Macao
u_003081,price_sensitive,25,low,daily,2.2,9.9,0.306,free,0.384,56.6,63.6,Sarah Carlson,williamsbrenda@example.org,pa_IN,Namibia
u_003082,price_sensitive,26,low,daily,4.3,9.1,0.381,free,0.4851,24.2,48.7,Ashley Dyer,trodriguez@example.com,ber_DZ,Fiji
u_003083,price_sensitive,31,low,daily,10.0,10.0,0.206,free,0.1729,58.9,54.7,Todd Klein,gregory31@example.com,tig_ER,Netherlands Antilles
u_003084,enterprise_user,53,high,weekly,7.3,3.0,0.279,premium,0.0713,70.1,53.3,Lindsay Mcdowell,christopherescobar@example.org,ka_GE,Zambia
u_003085,casual_browser,47,low,weekly,1.0,6.2,0.46,premium,0.3967,60.5,70.1,Jessica Rojas,kelsey67@example.com,dz_BT,Guinea-Bissau
u_003086,enterprise_user,46,high,daily,4.5,1.2,0.26,premium,0.0365,69.5,77.2,Nicole Ramirez,carmenreeves@example.net,hak_TW,British Virgin Islands
u_003087,power_user,19,high,daily,8.1,3.8,0.607,premium,0.0703,83.6,67.5,Angel Meyer,andrew43@example.com,ga_IE,France
u_003088,price_sensitive,29,low,weekly,7.1,5.6,0.174,free,0.2557,27.5,38.6,Gabriel Morton,jcollins@example.org,ti_ET,Algeria
u_003089,price_sensitive,39,low,occasional,6.5,8.7,0.151,premium,0.3904,49.5,68.7,Lisa Pitts,tlee@example.org,az_AZ,Bhutan
u_003090,price_sensitive,32,low,daily,6.1,8.1,0.263,premium,0.3035,33.3,60.0,Robin Johnson,christophercooley@example.com,yi_US,Svalbard & Jan Mayen Islands
u_003091,enterprise_user,36,high,weekly,6.6,2.3,0.379,premium,0.0252,75.1,73.7,Michael Moore,vlopez@example.com,sa_IN,San Marino
u_003092,price_sensitive,18,low,daily,7.1,8.7,0.137,free,0.3097,48.9,56.9,David Bolton,ptucker@example.com,wa_BE,Romania
u_003093,enterprise_user,46,high,weekly,7.9,2.5,0.489,free,0.0839,76.0,84.7,Patrick Scott,fordjoshua@example.org,quz_PE,Andorra
u_003094,enterprise_user,48,high,daily,6.5,2.2,0.537,premium,0.0626,57.5,61.4,Stacey Lee,holdershawn@example.org,bg_BG,Paraguay
u_003095,power_user,38,high,daily,8.5,3.6,0.802,premium,0.066,88.9,76.0,Chad Richardson,debra31@example.org,fo_FO,Maldives
u_003096,enterprise_user,60,high,daily,10.0,1.9,0.542,premium,0.0255,67.2,70.8,Philip Mccoy,jordanelizabeth@example.net,fa_IR,Morocco
u_003097,early_adopter,21,high,daily,10.0,7.3,0.989,premium,0.169,81.5,81.7,Rebecca Collins,ybrown@example.net,yue_HK,Pitcairn Islands
u_003098,casual_browser,25,mid,occasional,5.0,5.9,0.226,free,0.3902,27.5,55.0,Tommy Ball,tracyadams@example.com,vi_VN,Sri Lanka
u_003099,enterprise_user,37,mid,daily,6.0,2.1,0.646,premium,0.0568,79.2,63.0,Gary Smith,james57@example.net,tn_ZA,Rwanda
u_003100,price_sensitive,18,low,daily,5.6,8.6,0.12,basic,0.1784,42.7,80.0,Brandon Becker,lisagray@example.org,kw_GB,Micronesia
u_003101,casual_browser,49,high,weekly,5.9,3.2,0.535,free,0.2113,38.2,68.8,Christie Sparks,shelleyvelasquez@example.com,ko_KR,Croatia
u_003102,price_sensitive,20,low,occasional,2.4,7.8,0.277,free,0.3212,40.5,46.3,Randall Jones,sara59@example.com,ur_PK,Kyrgyz Republic
u_003103,price_sensitive,21,low,occasional,5.9,8.3,0.149,free,0.2974,49.9,67.7,Alexandra Frazier,maria80@example.com,de_LU,Western Sahara
u_003104,casual_browser,44,low,weekly,5.0,7.0,0.196,free,0.1791,32.8,79.4,Haley Gamble,lawsontami@example.net,sat_IN,China
u_003105,price_sensitive,18,low,weekly,7.8,9.6,0.314,free,0.2535,35.7,53.0,Nicole Jackson,samanthaclark@example.com,mai_IN,French Polynesia
u_003106,price_sensitive,18,low,occasional,1.9,8.2,0.166,basic,0.5632,48.8,68.6,Donna Navarro,garciajessica@example.org,pl_PL,French Southern Territories
u_003107,enterprise_user,40,high,daily,5.8,2.6,0.452,premium,0.0596,82.0,84.0,Randy Jimenez,webererika@example.com,eo_US,Madagascar
u_003108,casual_browser,25,low,occasional,1.8,4.9,0.285,free,0.206,50.0,51.3,Molly Jackson,brandon64@example.net,be_BY,Jersey
u_003109,power_user,30,high,daily,8.6,2.3,0.613,basic,0.1419,68.8,64.8,Karen Rogers,danielle44@example.net,uk_UA,Comoros
u_003110,power_user,30,high,daily,9.9,3.4,0.755,free,0.1203,96.0,92.6,Kenneth Martinez,dawn77@example.net,rw_RW,Brunei Darussalam
u_003111,early_adopter,27,high,weekly,9.1,5.3,1.0,basic,0.0655,90.2,77.7,Michelle Padilla,svargas@example.com,nhn_MX,Malta
u_003112,early_adopter,28,mid,weekly,8.6,5.0,0.849,premium,0.1967,80.6,83.8,Brittney Rivera,denisehancock@example.com,gd_GB,Greece
u_003113,price_sensitive,31,low,weekly,5.2,10.0,0.337,basic,0.2995,52.3,29.5,Laurie Vargas,brianyang@example.net,as_IN,Haiti
u_003114,price_sensitive,26,low,occasional,3.7,8.7,0.237,basic,0.4231,35.7,80.0,Brian Lopez,pjimenez@example.com,niu_NU,Portugal
u_003115,price_sensitive,32,low,daily,6.7,8.8,0.364,premium,0.3085,64.7,49.0,Jeffrey Dunn,ggomez@example.org,ve_ZA,Madagascar
u_003116,enterprise_user,28,high,weekly,6.2,2.4,0.385,premium,0.0369,100.0,77.9,Max Kline,timothyreed@example.net,id_ID,South Africa
u_003117,casual_browser,44,mid,weekly,6.1,8.0,0.05,basic,0.1793,41.6,42.8,Chelsea Lee,barnettterry@example.com,mr_IN,Tokelau
u_003118,casual_browser,46,mid,weekly,4.9,3.1,0.276,free,0.1507,26.1,47.6,Maria Bennett,lobrien@example.net,zu_ZA,Bulgaria
u_003119,casual_browser,31,high,weekly,6.1,3.5,0.364,basic,0.1685,35.3,46.1,Dr. Katherine Miller,vcain@example.net,lzh_TW,Zimbabwe
u_003120,power_user,29,high,daily,9.5,2.3,0.826,premium,0.0456,95.5,75.2,Ernest Bush,tiffanysantiago@example.com,rw_RW,Jersey
u_003121,casual_browser,37,low,occasional,4.4,2.8,0.238,free,0.3019,50.4,37.4,Glen Young,davisjohn@example.net,se_NO,Aruba
u_003122,enterprise_user,42,mid,weekly,6.2,2.8,0.504,premium,0.0845,62.9,57.1,Courtney Villa,beltranmargaret@example.com,tg_TJ,Saudi Arabia
u_003123,casual_browser,34,mid,weekly,5.6,7.3,0.571,basic,0.2054,54.3,39.6,Patrick Rios,matthew24@example.com,pap_CW,Korea
u_003124,early_adopter,25,low,weekly,8.0,1.9,0.9,basic,0.0603,82.1,100.0,Dana Garcia,pottsamy@example.net,be_BY,Mauritania
u_003125,price_sensitive,25,low,occasional,8.1,7.7,0.455,free,0.269,39.3,40.7,Julie Gilmore,ronald27@example.org,sv_FI,Isle of Man
u_003126,casual_browser,32,mid,weekly,5.7,7.5,0.197,basic,0.3276,16.8,68.3,Devon Anderson,richard25@example.net,nan_TW,Azerbaijan
u_003127,casual_browser,45,low,occasional,7.0,4.2,0.395,free,0.0969,42.1,56.2,Marc Webb,cherryjulie@example.net,ps_AF,Iceland
u_003128,early_adopter,34,mid,daily,8.2,5.0,0.897,premium,0.1806,80.1,80.1,Ellen Perez,kathy57@example.net,ka_GE,Philippines
u_003129,power_user,34,high,occasional,10.0,4.8,0.76,basic,0.0798,75.6,73.9,Joseph Mayer,katiewhite@example.org,te_IN,Mayotte
u_003130,casual_browser,43,mid,weekly,5.7,1.0,0.05,free,0.1938,27.6,49.2,Susan Smith,jmurray@example.org,ce_RU,Belgium
u_003131,price_sensitive,32,low,daily,3.4,7.2,0.248,free,0.325,71.8,32.9,Lauren Hernandez,david05@example.org,tk_TM,Iceland
u_003132,price_sensitive,39,low,daily,4.3,9.0,0.209,free,0.3828,41.0,44.8,Michael Coleman,graveslisa@example.com,is_IS,Ecuador
u_003133,casual_browser,33,mid,weekly,3.5,6.5,0.372,free,0.1095,28.8,40.8,Michelle Stone,thomas35@example.net,doi_IN,Malta
u_003134,casual_browser,32,low,occasional,2.5,4.7,0.432,basic,0.2561,53.6,36.5,Jamie Zavala,eric33@example.net,ber_DZ,Togo
u_003135,price_sensitive,28,low,daily,5.8,7.6,0.23,basic,0.1922,41.9,71.4,Brenda Taylor,joshuajohnson@example.com,he_IL,Colombia
u_003136,price_sensitive,28,low,occasional,9.6,8.8,0.21,premium,0.2524,54.6,45.9,Meredith Holt,blairaudrey@example.org,pt_PT,United States of America
u_003137,power_user,34,mid,daily,8.4,1.9,0.796,free,0.0545,73.0,84.0,Leslie Gardner,bentonsteven@example.net,gez_ET,South Georgia and the South Sandwich Islands
u_003138,price_sensitive,31,high,occasional,4.5,7.2,0.274,free,0.2159,51.4,30.5,Tammy Graves,thill@example.com,ik_CA,Poland
u_003139,enterprise_user,44,high,daily,8.6,3.5,0.15,premium,0.0391,92.0,80.0,Nicholas Martin,anthony57@example.net,iw_IL,Belgium
u_003140,power_user,33,high,daily,8.5,1.0,0.48,basic,0.0455,69.1,79.5,Pamela Henderson,imiller@example.net,ti_ER,Fiji
u_003141,casual_browser,30,low,weekly,4.1,4.9,0.387,free,0.2471,37.1,65.6,Madeline Rogers,zbrooks@example.com,ig_NG,Mauritania
u_003142,casual_browser,41,low,weekly,2.4,5.5,0.375,free,0.1217,52.5,79.4,Valerie English,umorris@example.com,aa_DJ,El Salvador
u_003143,enterprise_user,44,high,weekly,6.7,3.7,0.275,basic,0.0723,63.8,72.3,Nathaniel Macias,jennifer07@example.net,br_FR,Norway
u_003144,casual_browser,35,low,weekly,4.4,1.0,0.444,free,0.1764,29.2,61.3,Sabrina French,judithcox@example.org,ml_IN,Zambia
u_003145,early_adopter,34,mid,daily,8.9,3.9,0.859,basic,0.0571,94.9,90.9,Dr. Nicole Johnson,thomas90@example.org,kn_IN,Algeria
u_003146,early_adopter,21,high,daily,8.0,7.7,0.911,premium,0.1433,91.7,98.5,Henry Mueller,kelly05@example.net,ts_ZA,Liberia
u_003147,casual_browser,39,mid,occasional,2.2,3.6,0.409,basic,0.3303,54.3,48.4,Vanessa Ramirez,pearsonwillie@example.org,cs_CZ,Azerbaijan
u_003148,casual_browser,44,low,weekly,8.6,3.2,0.284,free,0.2921,57.2,20.0,Angela Thompson,walter05@example.com,om_ET,Madagascar
u_003149,price_sensitive,37,mid,weekly,4.7,8.9,0.204,free,0.2077,55.7,51.5,Pamela Huffman,mikemaddox@example.com,gez_ET,South Africa
u_003150,power_user,36,high,weekly,7.4,6.0,0.814,basic,0.1438,78.6,79.2,Brenda Hoover,georgesmith@example.org,fi_FI,British Virgin Islands
u_003151,enterprise_user,34,mid,daily,3.0,1.0,0.576,premium,0.0422,65.8,52.2,Pamela Dickerson,jonesanna@example.net,oc_FR,Sierra Leone
u_003152,enterprise_user,41,high,weekly,3.4,2.1,0.243,premium,0.0316,68.7,72.4,Julie Robinson,millsmichael@example.net,doi_IN,Italy
u_003153,casual_browser,31,low,weekly,6.9,6.2,0.269,basic,0.1777,63.5,71.9,Tanya Hill,tsilva@example.com,tk_TM,Vietnam
u_003154,casual_browser,18,mid,weekly,7.1,5.9,0.294,free,0.2021,35.1,77.5,Jacob Vazquez,obrienbrandon@example.com,sq_AL,Spain
u_003155,casual_browser,49,mid,daily,6.1,2.5,0.213,premium,0.1179,51.4,38.1,Isaac Roberts,danielthompson@example.net,kok_IN,Nauru
u_003156,casual_browser,18,low,daily,1.8,3.9,0.412,free,0.2015,19.5,45.1,Jeffrey Little,shannongarza@example.net,dv_MV,Indonesia
u_003157,casual_browser,40,mid,weekly,2.9,8.2,0.436,free,0.05,46.0,56.2,Dalton Jefferson,angela21@example.org,li_NL,Thailand
u_003158,casual_browser,35,low,weekly,5.8,6.9,0.124,free,0.1124,26.3,55.8,Crystal Miller,xrose@example.net,gv_GB,Dominica
u_003159,early_adopter,19,mid,daily,8.5,8.0,1.0,free,0.1653,89.0,82.3,Amy Sampson,pricejimmy@example.com,nb_NO,Sao Tome and Principe
u_003160,casual_browser,36,low,occasional,6.7,5.4,0.199,free,0.2021,25.8,67.1,Mr. William Hopkins,vickiekelley@example.com,my_MM,Guernsey
u_003161,power_user,32,mid,occasional,8.4,1.0,0.712,premium,0.039,82.4,86.8,Mary May,levinetina@example.net,sa_IN,Italy
u_003162,price_sensitive,27,low,occasional,6.7,8.4,0.253,basic,0.34,49.3,25.8,Amber Young,bfoster@example.org,lv_LV,Bulgaria
u_003163,price_sensitive,28,low,occasional,2.5,9.8,0.282,free,0.2972,43.7,56.4,Lisa Logan,kimberly57@example.net,tt_RU,Trinidad and Tobago
u_003164,price_sensitive,32,low,occasional,7.2,9.6,0.142,basic,0.4449,31.3,42.1,Matthew Mitchell,wbrennan@example.com,fr_CA,South Georgia and the South Sandwich Islands
u_003165,power_user,26,mid,daily,7.6,1.0,0.863,premium,0.0316,77.9,81.6,Sophia Hall,tiffany01@example.org,oc_FR,Saint Pierre and Miquelon
u_003166,early_adopter,24,mid,daily,9.6,2.7,0.872,premium,0.1613,91.8,76.4,Sarah Singh,stephen57@example.net,nds_DE,Ukraine
u_003167,enterprise_user,46,high,weekly,7.2,4.8,0.269,basic,0.0734,62.0,54.9,Dr. Jordan Smith,hector40@example.com,es_PY,Chad
u_003168,enterprise_user,36,high,weekly,7.1,3.3,0.342,premium,0.0426,77.3,85.3,Maureen Wilson,smithjohn@example.org,kw_GB,Korea
u_003169,price_sensitive,19,low,weekly,6.7,7.9,0.145,basic,0.3199,39.3,42.2,Sharon Reyes,michael74@example.com,gd_GB,Bangladesh
u_003170,casual_browser,39,mid,weekly,5.9,6.8,0.403,free,0.2294,25.5,49.1,Beth Cooper,saundersjoel@example.net,lb_LU,Nepal
u_003171,early_adopter,25,low,daily,9.0,2.0,0.806,free,0.1105,74.3,71.4,Matthew Robbins,mistywolf@example.com,pl_PL,Uruguay
u_003172,power_user,26,high,daily,8.9,2.3,0.726,premium,0.0969,83.0,76.3,Troy Olson,fsimmons@example.com,tcy_IN,Micronesia
u_003173,casual_browser,28,low,occasional,6.8,3.7,0.394,free,0.1935,44.9,54.5,Elizabeth Chase,smithkristin@example.net,az_IN,Taiwan
u_003174,early_adopter,29,mid,occasional,9.2,3.0,0.786,free,0.0822,82.5,87.5,Samantha Reynolds,walterssuzanne@example.org,bn_BD,Isle of Man
u_003175,price_sensitive,46,mid,occasional,6.3,7.9,0.177,free,0.4985,71.0,47.6,Sean Gray,deborah56@example.org,pt_BR,Belize
u_003176,casual_browser,39,mid,weekly,7.6,9.3,0.305,free,0.1977,52.9,64.2,Amanda Lee,robertrusso@example.org,xh_ZA,Dominican Republic
u_003177,price_sensitive,23,mid,occasional,4.5,7.7,0.252,basic,0.2566,60.1,40.8,Jay Walker,nfreeman@example.net,an_ES,Lebanon
u_003178,price_sensitive,18,low,occasional,4.8,9.1,0.12,basic,0.4174,62.2,50.3,Cassandra Molina,zwatkins@example.net,gv_GB,Ghana
u_003179,early_adopter,25,high,daily,10.0,1.0,0.91,basic,0.02,87.9,72.4,Joseph Cooper,iflores@example.net,iw_IL,Cape Verde
u_003180,enterprise_user,32,high,daily,9.1,3.8,0.302,premium,0.01,85.0,76.0,Nicholas Abbott,andrea93@example.net,ku_TR,Reunion
u_003181,early_adopter,25,mid,daily,9.9,5.5,0.753,premium,0.02,86.8,82.2,Shawn Meza,ccole@example.com,sl_SI,Mongolia
u_003182,casual_browser,41,mid,weekly,5.1,6.2,0.249,free,0.274,55.1,45.2,Jeremy Stein,torresmary@example.com,ro_RO,American Samoa
u_003183,power_user,32,high,daily,9.9,5.9,0.894,premium,0.0847,68.8,89.7,Aimee Gonzalez,jodi37@example.com,ta_LK,Sierra Leone
u_003184,casual_browser,45,low,weekly,7.9,2.7,0.328,premium,0.2988,28.8,44.5,Anthony Martin,hammondjoseph@example.com,sat_IN,Bangladesh
u_003185,power_user,27,high,daily,8.1,1.5,1.0,basic,0.129,73.9,60.8,Brandon Hahn,rward@example.org,de_AT,Colombia
u_003186,casual_browser,40,mid,occasional,3.5,7.8,0.367,basic,0.1737,61.8,70.6,Roberta Ferguson,vfleming@example.org,sk_SK,Austria
u_003187,price_sensitive,26,low,occasional,5.6,9.1,0.307,free,0.4166,59.6,47.0,Daniel Robinson V,jonesstephen@example.org,wo_SN,China
u_003188,price_sensitive,38,low,daily,5.6,8.7,0.195,free,0.3416,46.8,56.5,Edward Figueroa,donnamcintosh@example.net,sid_ET,Norfolk Island
u_003189,price_sensitive,19,low,occasional,8.0,8.6,0.308,free,0.287,63.9,62.4,Terri Gray,ecole@example.net,ky_KG,Uganda
u_003190,casual_browser,37,low,weekly,6.1,8.4,0.302,free,0.1369,45.1,69.9,Mr. Mark Williams,kortiz@example.org,se_NO,Slovakia (Slovak Republic)
u_003191,power_user,33,mid,daily,7.2,1.0,0.72,premium,0.0311,63.2,71.6,Andrea Williams,kberry@example.com,ky_KG,Lebanon
u_003192,casual_browser,55,low,weekly,4.2,4.5,0.523,premium,0.1107,43.0,57.6,Joseph Rosales,calebday@example.org,en_BW,Zambia
u_003193,casual_browser,25,high,weekly,5.7,3.3,0.268,free,0.1984,40.8,55.5,Brenda Holder,fperez@example.org,lv_LV,Vietnam
u_003194,casual_browser,38,high,daily,3.1,5.0,0.138,free,0.2494,44.3,77.5,Dustin Johnson,hharris@example.org,mhr_RU,Samoa
u_003195,power_user,28,high,daily,9.0,2.8,0.812,premium,0.142,92.5,69.0,Erika Marsh,zhughes@example.com,shs_CA,Paraguay
u_003196,price_sensitive,38,low,weekly,2.9,8.3,0.166,free,0.2489,42.6,37.7,Craig Myers,taylormatthew@example.net,bn_IN,United Kingdom
u_003197,price_sensitive,19,low,occasional,1.0,7.8,0.112,free,0.1945,46.3,42.1,Jessica Garrett,robinvasquez@example.com,oc_FR,Costa Rica
u_003198,early_adopter,18,low,weekly,9.9,4.2,0.936,premium,0.0424,89.1,80.4,Holly Vasquez,staffordjoshua@example.org,yi_US,Micronesia
u_003199,enterprise_user,41,high,daily,8.6,3.4,0.495,premium,0.0127,67.5,39.2,Daniel Garrison,jeffprice@example.com,fil_PH,Latvia
u_003200,power_user,22,high,daily,6.6,3.3,0.767,premium,0.0787,73.6,72.3,Kimberly Morris,mhill@example.net,et_EE,Marshall Islands
u_003201,power_user,26,high,daily,8.0,2.2,0.744,premium,0.0882,85.9,89.8,William Carr,gibsonolivia@example.net,fur_IT,Lithuania
u_003202,casual_browser,27,mid,occasional,7.4,3.0,0.134,free,0.1306,33.1,30.6,Anthony Baird,brittney26@example.org,ast_ES,Dominican Republic
u_003203,power_user,32,high,daily,8.3,1.9,0.896,premium,0.01,86.0,91.7,Hannah Terry,martinjessica@example.com,lg_UG,Djibouti
u_003204,power_user,39,mid,daily,8.8,5.4,0.883,basic,0.0343,89.7,91.3,Jennifer James,thomas23@example.net,wo_SN,Gabon
u_003205,casual_browser,41,low,occasional,5.6,5.8,0.321,basic,0.2556,32.0,72.6,Crystal Zamora,jay04@example.org,gu_IN,Tokelau
u_003206,casual_browser,49,low,weekly,6.8,4.3,0.285,basic,0.2064,38.0,78.4,Lisa Hughes,margaretscott@example.net,tr_CY,Antigua and Barbuda
u_003207,price_sensitive,35,low,weekly,9.7,8.6,0.252,premium,0.2982,78.4,40.7,Jacob Brown,jeffreythomas@example.com,wa_BE,Guinea-Bissau
u_003208,casual_browser,44,low,occasional,4.7,6.2,0.316,free,0.1659,25.0,54.0,Jerry Anderson,jameshenry@example.net,iu_CA,Cook Islands
u_003209,casual_browser,34,mid,occasional,2.6,5.5,0.302,basic,0.2427,26.9,77.1,Kaitlyn Chan,espinozataylor@example.com,crh_UA,Antarctica (the territory South of 60 deg S)
